===============================================================================
Id,NFLX,len,datetime,open,high,low,close,volume,openinterest,AMZN,len,datetime,open,high,low,close,volume,openinterest,Strategy_pairGen,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,BuySell,len,buy,sell,DataTrades,len,NFLX,AMZN
82,NFLX,82,2021-08-09 23:59:59.999989,145.98,146.02,145.94,146.02,5618.0,0.0,AMZN,82,2021-08-09 23:59:59.999989,290.21,290.38,290.08,290.08,1394.0,0.0,Strategy_pairGen,82,738011.9999999999,Broker,82,100024.87408458536,99972.38280331001,BuySell,82,,,BuySell,82,,,DataTrades,82,,
83,NFLX,83,2021-08-09 23:59:59.999989,146.01,146.09,145.93,146.02,5719.0,0.0,AMZN,83,2021-08-09 23:59:59.999989,290.37,290.38,290.0,290.28,2953.0,0.0,Strategy_pairGen,83,738011.9999999999,Broker,83,100024.87408458536,99965.48672717734,BuySell,83,,,BuySell,83,,,DataTrades,83,,
84,NFLX,84,2021-08-09 23:59:59.999989,146.0,146.06,145.89,146.03,49826.0,0.0,AMZN,84,2021-08-09 23:59:59.999989,290.02,290.38,289.93,290.3,6288.0,0.0,Strategy_pairGen,84,738011.9999999999,Broker,84,100024.87408458536,99965.47850413753,BuySell,84,,,BuySell,84,,,DataTrades,84,,
85,NFLX,85,2021-08-09 23:59:59.999989,145.9001,146.25,145.83,146.16,1263659.0,0.0,AMZN,85,2021-08-09 23:59:59.999989,289.9601,290.36,289.8301,289.91,28986.0,0.0,Strategy_pairGen,85,738011.9999999999,Broker,85,100024.87408458536,99987.78385205114,BuySell,85,,,BuySell,85,,,DataTrades,85,,
86,NFLX,86,2021-08-09 23:59:59.999989,146.16,146.7,145.52,146.51,8030792.0,0.0,AMZN,86,2021-08-09 23:59:59.999989,289.95,291.55,288.8098,289.33,1897671.0,0.0,Strategy_pairGen,86,738011.9999999999,Broker,86,100024.87408458536,100031.63093290677,BuySell,86,,,BuySell,86,,,DataTrades,86,,
87,NFLX,87,2021-08-09 23:59:59.999989,146.51,146.69,145.95,146.0613,7514129.0,0.0,AMZN,87,2021-08-09 23:59:59.999989,289.35,289.65,288.54,288.8,1824640.0,0.0,Strategy_pairGen,87,738011.9999999999,Broker,87,100024.87408458536,100019.33180884754,BuySell,87,,,BuySell,87,,,DataTrades,87,,
88,NFLX,88,2021-08-09 23:59:59.999989,146.0643,146.16,145.79,146.1369,4867271.0,0.0,AMZN,88,2021-08-09 23:59:59.999989,288.8001,289.02,288.2,288.46,1119856.0,0.0,Strategy_pairGen,88,738011.9999999999,Broker,88,100024.87408458536,100036.2064056484,BuySell,88,,,BuySell,88,,,DataTrades,88,,
89,NFLX,89,2021-08-09 23:59:59.999989,146.1398,146.15,145.785,145.855,2952490.0,0.0,AMZN,89,2021-08-09 23:59:59.999989,288.47,288.6,287.81,287.91,1024872.0,0.0,Strategy_pairGen,89,738011.9999999999,Broker,89,100024.87408458536,100035.96238388761,BuySell,89,,,BuySell,89,,,DataTrades,89,,
90,NFLX,90,2021-08-09 23:59:59.999989,145.85,146.09,145.81,145.835,2702220.0,0.0,AMZN,90,2021-08-09 23:59:59.999989,287.92,288.24,287.92,288.145,774189.0,0.0,Strategy_pairGen,90,738011.9999999999,Broker,90,100024.87408458536,100026.49672528481,BuySell,90,,,BuySell,90,,,DataTrades,90,,
91,NFLX,91,2021-08-09 23:59:59.999989,145.8381,146.13,145.79,146.055,3193673.0,0.0,AMZN,91,2021-08-09 23:59:59.999989,288.14,288.575,288.03,288.385,822947.0,0.0,Strategy_pairGen,91,738011.9999999999,Broker,91,100024.87408458536,100033.21189454157,BuySell,91,,,BuySell,91,,,DataTrades,91,,
92,NFLX,92,2021-08-09 23:59:59.999989,146.045,146.18,145.87,146.09,5527364.0,0.0,AMZN,92,2021-08-09 23:59:59.999989,288.38,288.5773,288.13,288.36,1485693.0,0.0,Strategy_pairGen,92,738011.9999999999,Broker,92,100024.87408458536,100036.45875006524,BuySell,92,,,BuySell,92,,,DataTrades,92,,
93,NFLX,93,2021-08-09 23:59:59.999989,146.09,146.18,146.0,146.04,7117472.0,0.0,AMZN,93,2021-08-09 23:59:59.999989,288.33,288.41,288.17,288.24,2750844.0,0.0,Strategy_pairGen,93,738011.9999999999,Broker,93,100024.87408458536,100037.18947287758,BuySell,93,,,BuySell,93,,,DataTrades,93,,
94,NFLX,94,2021-08-09 23:59:59.999989,146.05,146.05,146.0,146.02,11666.0,0.0,AMZN,94,2021-08-09 23:59:59.999989,288.3,288.44,288.3,288.3,1815.0,0.0,Strategy_pairGen,94,738011.9999999999,Broker,94,100024.87408458536,100033.75788089087,BuySell,94,,,BuySell,94,,,DataTrades,94,,
95,NFLX,95,2021-08-09 23:59:59.999989,146.03,146.05,146.01,146.02,21531.0,0.0,AMZN,95,2021-08-09 23:59:59.999989,288.39,288.39,288.21,288.21,3309.0,0.0,Strategy_pairGen,95,738011.9999999999,Broker,95,100024.87408458536,100036.86111515058,BuySell,95,,,BuySell,95,,,DataTrades,95,,
96,NFLX,96,2021-08-09 23:59:59.999989,146.04,146.04,145.95,146.02,13901.0,0.0,AMZN,96,2021-08-09 23:59:59.999989,288.3299,288.35,288.18,288.28,5571.0,0.0,Strategy_pairGen,96,738011.9999999999,Broker,96,100024.87408458536,100034.44748850414,BuySell,96,,,BuySell,96,,,DataTrades,96,,
97,NFLX,97,2021-08-10 23:59:59.999989,146.22,146.23,146.05,146.09,4009.0,0.0,AMZN,97,2021-08-10 23:59:59.999989,288.3,288.9,288.3,288.85,3152.0,0.0,Strategy_pairGen,97,738012.9999999999,Broker,97,100024.87408458536,100019.56336354018,BuySell,97,,,BuySell,97,,,DataTrades,97,,
98,NFLX,98,2021-08-10 23:59:59.999989,146.09,146.09,146.05,146.05,2258.0,0.0,AMZN,98,2021-08-10 23:59:59.999989,288.81,289.3,288.81,289.3,4410.0,0.0,Strategy_pairGen,98,738012.9999999999,Broker,98,100024.87408458536,100001.32165394783,BuySell,98,,,BuySell,98,,,DataTrades,98,,
99,NFLX,99,2021-08-10 23:59:59.999989,146.08,146.09,145.96,145.96,3461.0,0.0,AMZN,99,2021-08-10 23:59:59.999989,289.21,289.5,289.2,289.2,1330.0,0.0,Strategy_pairGen,99,738012.9999999999,Broker,99,100024.87408458536,99998.6372308531,BuySell,99,,,BuySell,99,,,DataTrades,99,,
100,NFLX,100,2021-08-10 23:59:59.999989,146.01,149.0,146.0,146.57,228120.0,0.0,AMZN,100,2021-08-10 23:59:59.999989,289.2,289.35,288.7,288.95,9530.0,0.0,Strategy_pairGen,100,738012.9999999999,Broker,100,100024.87408458536,100048.82178499959,BuySell,100,,,BuySell,100,,,DataTrades,100,,
101,NFLX,101,2021-08-10 23:59:59.999989,146.5001,146.75,145.725,146.37,110256.0,0.0,AMZN,101,2021-08-10 23:59:59.999989,289.3427,289.3427,288.8,288.9,9149.0,0.0,Strategy_pairGen,101,738012.9999999999,Broker,101,100024.87408458536,100036.9181125637,BuySell,101,,,BuySell,101,,,DataTrades,101,,
102,NFLX,102,2021-08-10 23:59:59.999989,146.37,147.71,146.18,147.425,10047086.0,0.0,AMZN,102,2021-08-10 23:59:59.999989,288.86,289.21,288.05,288.9,1315295.0,0.0,Strategy_pairGen,102,738012.9999999999,Broker,102,100024.87408458536,100108.80418506301,BuySell,102,,,BuySell,102,,,DataTrades,102,,
103,NFLX,103,2021-08-10 23:59:59.999989,147.425,147.6349,145.63,145.915,11757411.0,0.0,AMZN,103,2021-08-10 23:59:59.999989,288.93,289.25,285.85,286.39,1864451.0,0.0,Strategy_pairGen,103,738012.9999999999,Broker,103,100024.87408458536,100092.46086993671,BuySell,103,,,BuySell,103,,,DataTrades,103,,
104,NFLX,104,2021-08-10 23:59:59.999989,145.92,145.9586,145.395,145.62,7243941.0,0.0,AMZN,104,2021-08-10 23:59:59.999989,286.37,286.37,285.2,285.8301,1385550.0,0.0,Strategy_pairGen,104,738012.9999999999,Broker,104,100024.87408458536,100091.66559015328,BuySell,104,,,BuySell,104,,,DataTrades,104,,
105,NFLX,105,2021-08-10 23:59:59.999989,145.625,146.0057,145.545,145.6,3730210.0,0.0,AMZN,105,2021-08-10 23:59:59.999989,285.83,286.5275,285.83,285.95,870924.0,0.0,Strategy_pairGen,105,738012.9999999999,Broker,105,100024.87408458536,100086.16862336484,BuySell,105,,,BuySell,105,,,DataTrades,105,,
106,NFLX,106,2021-08-10 23:59:59.999989,145.6,145.76,145.495,145.6587,3062586.0,0.0,AMZN,106,2021-08-10 23:59:59.999989,285.9576,286.14,285.48,285.9099,1049957.0,0.0,Strategy_pairGen,106,738012.9999999999,Broker,106,100024.87408458536,100091.55101407561,BuySell,106,,,BuySell,106,,,DataTrades,106,,
107,NFLX,107,2021-08-10 23:59:59.999989,145.655,145.715,145.3,145.7,3610851.0,0.0,AMZN,107,2021-08-10 23:59:59.999989,285.91,286.28,285.405,286.275,908588.0,0.0,Strategy_pairGen,107,738012.9999999999,Broker,107,100024.87408458536,100081.77634538375,BuySell,107,,,BuySell,107,,,DataTrades,107,,
108,NFLX,108,2021-08-10 23:59:59.999989,145.7,145.73,145.3,145.61,6758770.0,0.0,AMZN,108,2021-08-10 23:59:59.999989,286.275,286.5,285.69,286.49,1655109.0,0.0,Strategy_pairGen,108,738012.9999999999,Broker,108,100024.87408458536,100068.23060238005,BuySell,108,,,BuySell,108,,,DataTrades,108,,
109,NFLX,109,2021-08-10 23:59:59.999989,145.6,145.61,145.48,145.57,9261215.0,0.0,AMZN,109,2021-08-10 23:59:59.999989,286.44,286.47,285.9309,286.44,3296684.0,0.0,Strategy_pairGen,109,738012.9999999999,Broker,109,100024.87408458536,100067.22908311941,BuySell,109,,,BuySell,109,,,DataTrades,109,,
110,NFLX,110,2021-08-10 23:59:59.999989,145.58,145.67,145.57,145.65,51806.0,0.0,AMZN,110,2021-08-10 23:59:59.999989,286.44,286.48,286.44,286.44,2666.0,0.0,Strategy_pairGen,110,738012.9999999999,Broker,110,100024.87408458536,100072.68015970703,BuySell,110,,,BuySell,110,,,DataTrades,110,,
111,NFLX,111,2021-08-10 23:59:59.999989,145.63,145.67,145.57,145.58,16875.0,0.0,AMZN,111,2021-08-10 23:59:59.999989,286.42,286.42,286.25,286.35,2992.0,0.0,Strategy_pairGen,111,738012.9999999999,Broker,111,100024.87408458536,100071.01370195256,BuySell,111,,,BuySell,111,,,DataTrades,111,,
112,NFLX,112,2021-08-10 23:59:59.999989,145.59,145.66,145.5,145.6,30560.0,0.0,AMZN,112,2021-08-10 23:59:59.999989,286.37,286.6,286.25,286.6,9758.0,0.0,Strategy_pairGen,112,738012.9999999999,Broker,112,100024.87408458536,100063.75637593362,BuySell,112,,,BuySell,112,,,DataTrades,112,,
113,NFLX,113,2021-08-11 23:59:59.999989,145.41,145.41,145.2,145.25,7414.0,0.0,AMZN,113,2021-08-11 23:59:59.999989,286.11,286.11,285.73,285.75,900.0,0.0,Strategy_pairGen,113,738013.9999999999,Broker,113,100086.84928484108,100066.16283837247,BuySell,113,,147.59114999999997,BuySell,113,281.44405,,DataTrades,113,-38.83892068683519,106.54437624991293
114,NFLX,114,2021-08-11 23:59:59.999989,145.22,145.24,144.8,145.17,10378.0,0.0,AMZN,114,2021-08-11 23:59:59.999989,285.71,285.71,285.29,285.29,1728.0,0.0,Strategy_pairGen,114,738013.9999999999,Broker,114,100086.84928484108,100055.70127194711,BuySell,114,,,BuySell,114,,,DataTrades,114,,
115,NFLX,115,2021-08-11 23:59:59.999989,145.13,145.34,145.12,145.32,11373.0,0.0,AMZN,115,2021-08-11 23:59:59.999989,285.3,286.53,285.3,286.53,2569.0,0.0,Strategy_pairGen,115,738013.9999999999,Broker,115,100086.84928484108,100088.38125303344,BuySell,115,,,BuySell,115,,,DataTrades,115,,
116,NFLX,116,2021-08-11 23:59:59.999989,145.36,145.48,145.23,145.27,44416.0,0.0,AMZN,116,2021-08-11 23:59:59.999989,286.2,286.2,285.95,285.95,4003.0,0.0,Strategy_pairGen,116,738013.9999999999,Broker,116,100086.84928484108,100071.71991539153,BuySell,116,,,BuySell,116,,,DataTrades,116,,
117,NFLX,117,2021-08-11 23:59:59.999989,145.349,146.22,145.236,146.02,410877.0,0.0,AMZN,117,2021-08-11 23:59:59.999989,286.04,287.85,285.96,287.28,31135.0,0.0,Strategy_pairGen,117,738013.9999999999,Broker,117,100086.84928484108,100066.57855070729,BuySell,117,,,BuySell,117,,,DataTrades,117,,
118,NFLX,118,2021-08-11 23:59:59.999989,146.05,146.72,145.92,146.08,7506816.0,0.0,AMZN,118,2021-08-11 23:59:59.999989,287.29,288.66,286.44,287.4599,1609470.0,0.0,Strategy_pairGen,118,738013.9999999999,Broker,118,100086.84928484108,100068.71093421294,BuySell,118,,,BuySell,118,,,DataTrades,118,,
119,NFLX,119,2021-08-11 23:59:59.999989,146.07,146.43,145.57,145.62,8038733.0,0.0,AMZN,119,2021-08-11 23:59:59.999989,287.47,288.05,286.35,286.35,1700739.0,0.0,Strategy_pairGen,119,738013.9999999999,Broker,119,100086.84928484108,100061.68376582042,BuySell,119,,,BuySell,119,,,DataTrades,119,,
120,NFLX,120,2021-08-11 23:59:59.999989,145.62,146.07,145.53,145.89,6157650.0,0.0,AMZN,120,2021-08-11 23:59:59.999989,286.36,286.47,285.86,286.31,1234444.0,0.0,Strategy_pairGen,120,738013.9999999999,Broker,120,100086.84928484108,100041.87821109752,BuySell,120,,,BuySell,120,,,DataTrades,120,,
121,NFLX,121,2021-08-11 23:59:59.999989,145.89,146.46,145.86,146.3088,4809735.0,0.0,AMZN,121,2021-08-11 23:59:59.999989,286.3,287.17,286.27,286.86,829323.0,0.0,Strategy_pairGen,121,738013.9999999999,Broker,121,100086.84928484108,100032.3392682127,BuySell,121,,,BuySell,121,,,DataTrades,121,,
122,NFLX,122,2021-08-11 23:59:59.999989,146.305,146.59,145.82,146.05,4884184.0,0.0,AMZN,122,2021-08-11 23:59:59.999989,286.87,287.22,286.47,286.69,816712.0,0.0,Strategy_pairGen,122,738013.9999999999,Broker,122,100086.84928484108,100044.11298956169,BuySell,122,,,BuySell,122,,,DataTrades,122,,
123,NFLX,123,2021-08-11 23:59:59.999989,146.04,146.12,145.8,145.96,3000287.0,0.0,AMZN,123,2021-08-11 23:59:59.999989,286.69,286.9535,286.44,286.88,641353.0,0.0,Strategy_pairGen,123,738013.9999999999,Broker,123,100086.84928484108,100056.82893238592,BuySell,123,,,BuySell,123,,,DataTrades,123,,
124,NFLX,124,2021-08-11 23:59:59.999989,145.97,146.09,145.7799,145.91,5736604.0,0.0,AMZN,124,2021-08-11 23:59:59.999989,286.89,287.13,286.6,286.98,1450042.0,0.0,Strategy_pairGen,124,738013.9999999999,Broker,124,100086.84928484108,100063.70107804562,BuySell,124,,,BuySell,124,,,DataTrades,124,,
125,NFLX,125,2021-08-11 23:59:59.999989,145.86,145.92,145.66,145.7,3046307.0,0.0,AMZN,125,2021-08-11 23:59:59.999989,286.97,287.0,286.88,286.88,2151644.0,0.0,Strategy_pairGen,125,738013.9999999999,Broker,125,100086.84928484108,100074.56789670332,BuySell,125,,,BuySell,125,,,DataTrades,125,,
126,NFLX,126,2021-08-11 23:59:59.999989,145.71,145.73,145.66,145.72,18117.0,0.0,AMZN,126,2021-08-11 23:59:59.999989,286.8,286.8,286.8,286.8,2793.0,0.0,Strategy_pairGen,126,738013.9999999999,Broker,126,100086.84928484108,100070.43471589228,BuySell,126,,,BuySell,126,,,DataTrades,126,,
127,NFLX,127,2021-08-11 23:59:59.999989,145.7199,145.7199,145.66,145.68,26286.0,0.0,AMZN,127,2021-08-11 23:59:59.999989,286.81,286.88,286.7,286.88,2052.0,0.0,Strategy_pairGen,127,738013.9999999999,Broker,127,100086.84928484108,100075.93243242003,BuySell,127,,,BuySell,127,,,DataTrades,127,,
128,NFLX,128,2021-08-11 23:59:59.999989,145.7,145.71,145.6,145.67,24447.0,0.0,AMZN,128,2021-08-11 23:59:59.999989,286.62,286.66,286.43,286.6,1721.0,0.0,Strategy_pairGen,128,738013.9999999999,Broker,128,100086.84928484108,100066.92444244832,BuySell,128,,,BuySell,128,,,DataTrades,128,,
129,NFLX,129,2021-08-12 23:59:59.999989,145.61,145.84,145.5,145.84,4538.0,0.0,AMZN,129,2021-08-12 23:59:59.999989,286.38,286.38,286.32,286.32,400.0,0.0,Strategy_pairGen,129,738014.9999999999,Broker,129,100086.84928484108,100045.6356310261,BuySell,129,,,BuySell,129,,,DataTrades,129,,
130,NFLX,130,2021-08-12 23:59:59.999989,145.75,145.82,145.75,145.76,2533.0,0.0,AMZN,130,2021-08-12 23:59:59.999989,286.22,286.41,286.22,286.41,770.0,0.0,Strategy_pairGen,130,738014.9999999999,Broker,130,100086.84928484108,100054.20849962409,BuySell,130,,,BuySell,130,,,DataTrades,130,,
131,NFLX,131,2021-08-12 23:59:59.999989,145.74,145.92,145.72,145.91,2465.0,0.0,AMZN,131,2021-08-12 23:59:59.999989,286.47,286.85,286.47,286.85,1541.0,0.0,Strategy_pairGen,131,738014.9999999999,Broker,131,100086.84928484108,100059.20202976736,BuySell,131,,,BuySell,131,,,DataTrades,131,,
132,NFLX,132,2021-08-12 23:59:59.999989,145.9,146.1,145.85,146.04,44360.0,0.0,AMZN,132,2021-08-12 23:59:59.999989,286.86,287.2,286.86,287.2,3626.0,0.0,Strategy_pairGen,132,738014.9999999999,Broker,132,100086.84928484108,100062.44536989626,BuySell,132,,,BuySell,132,,,DataTrades,132,,
133,NFLX,133,2021-08-12 23:59:59.999989,146.0495,146.1,145.496,145.6,194762.0,0.0,AMZN,133,2021-08-12 23:59:59.999989,286.86,287.2,286.2,286.42,23594.0,0.0,Strategy_pairGen,133,738014.9999999999,Broker,133,100086.84928484108,100065.47086599466,BuySell,133,,,BuySell,133,,,DataTrades,133,,
134,NFLX,134,2021-08-12 23:59:59.999989,145.61,147.43,145.57,147.06,10753128.0,0.0,AMZN,134,2021-08-12 23:59:59.999989,286.35,288.08,286.2,287.68,1307352.0,0.0,Strategy_pairGen,134,738014.9999999999,Broker,134,100086.84928484108,100009.46591890926,BuySell,134,,,BuySell,134,,,DataTrades,134,,
135,NFLX,135,2021-08-12 23:59:59.999989,147.07,148.25,146.58,148.17,13044972.0,0.0,AMZN,135,2021-08-12 23:59:59.999989,287.67,289.74,286.95,289.52,1877907.0,0.0,Strategy_pairGen,135,738014.9999999999,Broker,135,100086.84928484108,99997.41302380023,BuySell,135,,,BuySell,135,,,DataTrades,135,,
136,NFLX,136,2021-08-12 23:59:59.999989,148.17,148.53,148.02,148.0398,8005718.0,0.0,AMZN,136,2021-08-12 23:59:59.999989,289.5,289.6,289.0442,289.0442,1061197.0,0.0,Strategy_pairGen,136,738014.9999999999,Broker,136,100086.84928484108,99989.8296346177,BuySell,136,,,BuySell,136,,,DataTrades,136,,
137,NFLX,137,2021-08-12 23:59:59.999989,148.0399,148.44,147.7,148.3003,6015798.0,0.0,AMZN,137,2021-08-12 23:59:59.999989,289.04,289.15,288.73,288.94,736772.0,0.0,Strategy_pairGen,137,738014.9999999999,Broker,137,100086.84928484108,99968.45039667207,BuySell,137,,,BuySell,137,,,DataTrades,137,,
138,NFLX,138,2021-08-12 23:59:59.999989,148.3,148.45,148.065,148.335,4567862.0,0.0,AMZN,138,2021-08-12 23:59:59.999989,288.945,289.6,288.785,289.46,831355.0,0.0,Strategy_pairGen,138,738014.9999999999,Broker,138,100086.84928484108,99984.07912031654,BuySell,138,,,BuySell,138,,,DataTrades,138,,
139,NFLX,139,2021-08-12 23:59:59.999989,148.3397,148.85,148.22,148.705,5863442.0,0.0,AMZN,139,2021-08-12 23:59:59.999989,289.47,289.83,289.4226,289.72,871146.0,0.0,Strategy_pairGen,139,738014.9999999999,Broker,139,100086.84928484108,99967.83330611367,BuySell,139,,,BuySell,139,,,DataTrades,139,,
140,NFLX,140,2021-08-12 23:59:59.999989,148.71,149.05,148.57,148.885,10319693.0,0.0,AMZN,140,2021-08-12 23:59:59.999989,289.72,289.97,289.445,289.65,1811911.0,0.0,Strategy_pairGen,140,738014.9999999999,Broker,140,100086.84928484108,99953.12992020565,BuySell,140,,,BuySell,140,,,DataTrades,140,,
141,NFLX,141,2021-08-12 23:59:59.999989,148.89,149.02,148.88,148.99,6154994.0,0.0,AMZN,141,2021-08-12 23:59:59.999989,289.81,289.81,289.53,289.73,2996606.0,0.0,Strategy_pairGen,141,738014.9999999999,Broker,141,100086.84928484108,99948.73475278716,BuySell,141,,,BuySell,141,,,DataTrades,141,,
142,NFLX,142,2021-08-12 23:59:59.999989,148.99,149.02,148.86,148.94,52448.0,0.0,AMZN,142,2021-08-12 23:59:59.999989,289.76,289.8,289.66,289.7889,10177.0,0.0,Strategy_pairGen,142,738014.9999999999,Broker,142,100086.84928484108,99954.18450702965,BuySell,142,,,BuySell,142,,,DataTrades,142,,
143,NFLX,143,2021-08-12 23:59:59.999989,148.9399,148.95,148.82,148.9001,33777.0,0.0,AMZN,143,2021-08-12 23:59:59.999989,289.66,289.77,289.65,289.72,5927.0,0.0,Strategy_pairGen,143,738014.9999999999,Broker,143,100086.84928484108,99954.52226019705,BuySell,143,,,BuySell,143,,,DataTrades,143,,
144,NFLX,144,2021-08-12 23:59:59.999989,148.91,148.98,148.89,148.98,49182.0,0.0,AMZN,144,2021-08-12 23:59:59.999989,289.69,289.71,289.68,289.71,1646.0,0.0,Strategy_pairGen,144,738014.9999999999,Broker,144,100086.84928484108,99948.72485937196,BuySell,144,,,BuySell,144,,,DataTrades,144,,
===============================================================================
Cerebro:
  -----------------------------------------------------------------------------
  - Datas:
    +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
    - Data0:
      - Name: NFLX
      - Timeframe: Days
      - Compression: 1
    +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
    - Data1:
      - Name: AMZN
      - Timeframe: Days
      - Compression: 1
  -----------------------------------------------------------------------------
  - Strategies:
    +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
    - Strategy_pairGen:
      *************************************************************************
      - Params:
      *************************************************************************
      - Indicators:
      *************************************************************************
      - Observers:
        .......................................................................
        - Broker:
          - Lines: cash, value
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - fund: None
        .......................................................................
        - BuySell:
          - Lines: buy, sell
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - barplot: True
            - bardist: 0.015
        .......................................................................
        - DataTrades:
          - Lines: NFLX, AMZN
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - usenames: True
      *************************************************************************
      - Analyzers:
        .......................................................................
        - Value:
          - Begin: 100000.0
          - End: 99948.72485937196
